timestamp_revisao,nome_revisor,char_beneficiario_aprovado,makers_aprovados,filenames_associados,acao
2025-05-13T15:46:18.193826,Erishszin,Druid Aprendiiz,"Druid Aprendiiz,El Monje Campeon","20250512_235203_057836_B_Druid_Aprendiiz_M1_Druid_Aprendiiz_img1.png,20250512_235203_057836_B_Druid_Aprendiiz_M2_El_Monje_Campeon_img2.png",Aprovado
2025-05-13T15:46:31.006056,diegodeabreu,Wiadjin Dekor,"Wiadjin Dekor,Alummea","20250513_154546_788500_B_Wiadjin_Dekor_M1_Wiadjin_Dekor_img1.png,20250513_154546_788500_B_Wiadjin_Dekor_M2_Alummea_img2.png",Aprovado
2025-05-13T15:46:56.379584,Erishszin,Felpao,"Felpao Tank Blindado,Felpao Cleanser","20250512_235248_367940_B_Felpao_M1_Felpao_Tank_Blindado_img1.png,20250512_235248_367940_B_Felpao_M2_Felpao_Cleanser_img2.png",Aprovado
2025-05-13T15:47:21.063098,Rogerio Aston,Erishszin,"Shinohana,Erishszin Outlaws,Kimochiwarui","20250513_152431_864011_B_Erishszin_M1_Shinohana_img1.png,20250513_152431_864011_B_Erishszin_M2_Erishszin_Outlaws_img2.png,20250513_152431_864011_B_Erishszin_M3_Kimochiwarui_img3.png",Aprovado
2025-05-13T15:47:35.056665,Erishszin,Neowi -,"Drafyn Riamax,Neowi Xybra","20250513_000015_578994_B_Neowi_M1_Drafyn_Riamax_img1.png,20250513_000015_578994_B_Neowi_M2_Neowi_Xybra_img2.png",Aprovado
2025-05-13T15:47:41.986740,Rogerio Aston,Leo,"Victao Vulgo Rages,Xybra Louco","20250513_154645_812504_B_Leo_M1_Victao_Vulgo_Rages_img1.png,20250513_154645_812504_B_Leo_M2_Xybra_Louco_img2.png",Aprovado
2025-05-13T15:48:35.157910,Erishszin,Bene,"Benezin Dropanada,Cebola imc altissimo","20250513_061925_626236_B_Bene_M1_Benezin_Dropanada_img1.png,20250513_061925_626236_B_Bene_M2_Cebola_imc_altissimo_img2.png",Aprovado
2025-05-13T15:48:41.446020,Rogerio Aston,dudu testoalta,"sodacaustica testoalta,eduardo testoalta","20250513_151811_016891_B_dudu_testoalta_M1_sodacaustica_testoalta_img1.png,20250513_151811_016891_B_dudu_testoalta_M2_eduardo_testoalta_img2.png",Aprovado
2025-05-13T15:49:43.686916,Erishszin,Shico Malo,"Shico Malo,Alto Garca","20250512_235552_132600_B_Shico_Malo_M1_Shico_Malo_img1.png,20250512_235552_132600_B_Shico_Malo_M2_Alto_Garca_img2.png",Aprovado
2025-05-13T15:49:56.649841,Rogerio Aston,Ariervaa - Ariele,"Ariervaa,Banco da Leli","20250513_144808_518575_B_Ariervaa__Ariele_M1_Ariervaa_img1.jpeg,20250513_144808_518575_B_Ariervaa__Ariele_M2_Banco_da_Leli_img2.jpeg",Aprovado
2025-05-13T15:50:06.311365,Erishszin,Xaandaum,"Xaandaum Bouz,Sor Xaandaum","20250513_085209_603501_B_Xaandaum_M1_Xaandaum_Bouz_img1.png,20250513_085209_603501_B_Xaandaum_M2_Sor_Xaandaum_img2.png",Aprovado
2025-05-13T15:50:43.032475,Erishszin,Constantine Full Power,"Constantine Full Power,Monk King Beer","20250513_102607_021647_B_Constantine_Full_Power_M1_Constantine_Full_Power_img1.jpg,20250513_102607_021647_B_Constantine_Full_Power_M2_Monk_King_Beer_img2.jpg",Aprovado
2025-05-13T16:22:25.710595,Rogerio Aston,Ismael,"Ismael Outlaws,Sovim Pelobolos","20250513_161818_484478_B_Ismael_M1_Ismael_Outlaws_img1.jpg,20250513_161818_484478_B_Ismael_M2_Sovim_Pelobolos_img2.jpg",Aprovado
2025-05-13T16:25:54.908288,Rogerio Aston,Castilho,"Ek Braum,Meiker Zinz","20250513_162320_210958_B_Castilho_M1_Ek_Braum_img1.jpg,20250513_162320_210958_B_Castilho_M2_Meiker_Zinz_img2.jpg",Aprovado
2025-05-13T16:26:27.569483,diegodeabreu,-Kuhaku- Dal,"kuhaku,Dal pala","20250513_162257_037633_B_Kuhaku_Dal_M1_kuhaku_img1.jpg,20250513_162257_037633_B_Kuhaku_Dal_M2_Dal_pala_img2.jpg",Aprovado
2025-05-13T16:28:50.144765,Rogerio Aston,Dinho,"Dinhowzk,Xybra bombaum","20250513_162639_723745_B_Dinho_M1_Dinhowzk_img1.png,20250513_162639_723745_B_Dinho_M2_Xybra_bombaum_img2.png",Aprovado
2025-05-13T16:29:16.991213,Rogerio Aston,Soul Killer,"Soul Killer Pro,Gurila The Monk","20250513_162751_576886_B_Soul_Killer_M1_Soul_Killer_Pro_img1.png,20250513_162751_576886_B_Soul_Killer_M2_Gurila_The_Monk_img2.png",Aprovado
2025-05-13T16:29:40.657534,Rogerio Aston,Barros,"Pala Skilled,Fuh Miiga","20250513_162539_596688_B_Barros_M1_Pala_Skilled_img1.jpg,20250513_162539_596688_B_Barros_M2_Fuh_Miiga_img2.jpg",Aprovado
2025-05-13T16:36:02.810895,Rogerio Aston,Lutz,"Lutzmekdie,Lutzzzzz","20250513_162243_583030_B_Lutz_M1_Lutzmekdie_img1.png,20250513_162243_583030_B_Lutz_M2_Lutzzzzz_img2.png",Aprovado
2025-05-13T16:36:36.338115,Rogerio Aston,Rainha do exetares,"Peixao do Israel,Geovane Distance","20250513_155026_294477_B_Rainha_do_exetares_M1_Peixao_do_Israel_img1.jpg,20250513_155026_294477_B_Rainha_do_exetares_M2_Geovane_Distance_img2.jpg",Aprovado
2025-05-13T16:37:06.464601,Rogerio Aston,Ovelha Perneta,"Ornitorrinco Karateca,Ovelha Perneta","20250513_162158_070674_B_Ovelha_Perneta_M1_Ornitorrinco_Karateca_img1.png,20250513_162158_070674_B_Ovelha_Perneta_M2_Ovelha_Perneta_img2.png",Aprovado
2025-05-13T16:37:24.734795,Rogerio Aston,Raz -  Faco service ED/MS,"Alacake,Frel Zaigude","20250513_162150_657293_B_Raz___Faco_service_EDMS_M1_Alacake_img1.jpg,20250513_162150_657293_B_Raz___Faco_service_EDMS_M2_Frel_Zaigude_img2.jpg",Aprovado
2025-05-13T16:37:47.770483,Rogerio Aston,Marchel,"Moretread,Grind Season","20250513_150229_598176_B_Marchel_M1_Moretread_img1.png,20250513_150229_598176_B_Marchel_M2_Grind_Season_img2.png",Aprovado
2025-05-13T16:40:47.909529,Rogerio Aston,Gnobado,"Bebado Brigao,Sapecando The Proibido,Kina Newb,Druid do Lolo,Pumpkinghead Sorcerer","20250513_162233_890846_B_Gnobado_M1_Bebado_Brigao_img1.png,20250513_162233_890846_B_Gnobado_M2_Sapecando_The_Proibido_img2.png,20250513_162233_890846_B_Gnobado_M3_Kina_Newb_img3.png,20250513_162233_890846_B_Gnobado_M4_Druid_do_Lolo_img4.png,20250513_162233_890846_B_Gnobado_M5_Pumpkinghead_Sorcerer_img5.png",Aprovado
2025-05-13T16:41:03.510037,Rogerio Aston,Brunao - Brunao Hostil,"Ted insane,Pingo insane","20250513_154941_025136_B_Brunao__Brunao_Hostil_M1_Ted_insane_img1.jpeg,20250513_154941_025136_B_Brunao__Brunao_Hostil_M2_Pingo_insane_img2.jpeg",Aprovado
2025-05-13T16:42:18.339233,Rogerio Aston,Gordin Fit - Orsina,"Gordin Fit,Orsina Bomms,Orsina Bomba,Fire Archer,Smonkin,Checando Maisum,Cupcake Dimorango,Cupcakemaniac,Gordin Checaboss,Gordin Checador,Julin Rodered,Xehcout,Xehquin,Xeque Semfundo,Xequi Predatado,Bibi Roshamuul,Bibi Pegamouth,Bibi Piirigosa,Coockierva,Joana De Roshamuul,Joana Mouth,Pega Mouth,Avara quelate,Elademila,Eudimila,Sara Melius,Tudimila","20250513_145526_178413_B_Gordin_Fit__Orsina_M1_Gordin_Fit_img1.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M2_Orsina_Bomms_img2.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M3_Orsina_Bomba_img3.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M4_Fire_Archer_img4.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M5_Smonkin_img5.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M6_Checando_Maisum_img6.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M7_Cupcake_Dimorango_img7.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M8_Cupcakemaniac_img8.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M9_Gordin_Checaboss_img9.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M10_Gordin_Checador_img10.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M11_Julin_Rodered_img11.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M12_Xehcout_img12.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M13_Xehquin_img13.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M14_Xeque_Semfundo_img14.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M15_Xequi_Predatado_img15.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M16_Bibi_Roshamuul_img16.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M17_Bibi_Pegamouth_img17.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M18_Bibi_Piirigosa_img18.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M19_Coockierva_img19.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M20_Joana_De_Roshamuul_img20.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M21_Joana_Mouth_img21.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M22_Pega_Mouth_img22.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M23_Avara_quelate_img23.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M24_Elademila_img24.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M25_Eudimila_img25.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M26_Sara_Melius_img26.jpeg,20250513_145526_178413_B_Gordin_Fit__Orsina_M27_Tudimila_img27.jpeg",Aprovado
2025-05-13T16:42:36.391939,Rogerio Aston,Hanzard,"Hanzard,Igna Gama","20250513_145156_680136_B_Hanzard_M1_Hanzard_img1.png,20250513_145156_680136_B_Hanzard_M2_Igna_Gama_img2.png",Aprovado
2025-05-13T16:43:06.223847,Rogerio Aston,pedrin,"Pedrin Lastdance,Hitmon Kee","20250513_145108_819643_B_pedrin_M1_Pedrin_Lastdance_img1.jpeg,20250513_145108_819643_B_pedrin_M2_Hitmon_Kee_img2.jpeg",Aprovado
2025-05-13T16:43:21.265808,Rogerio Aston,AuKiLL,"Aukill Xybrado,Aukill Monk One","20250513_142102_191713_B_AuKiLL_M1_Aukill_Xybrado_img1.png,20250513_142102_191713_B_AuKiLL_M2_Aukill_Monk_One_img2.png",Aprovado
2025-05-13T16:43:38.266443,Rogerio Aston,Rafaelhanter,"Dejawix Nala,Dagna Knipton","20250513_141247_448328_B_Rafaelhanter_M1_Dejawix_Nala_img1.png,20250513_141247_448328_B_Rafaelhanter_M2_Dagna_Knipton_img2.png",Aprovado
2025-05-13T16:43:52.812566,Rogerio Aston,Kendrick Lam,"Kendrick Lam,Vitoria Sapeca","20250513_135436_948375_B_Kendrick_Lam_M1_Kendrick_Lam_img1.png,20250513_135436_948375_B_Kendrick_Lam_M2_Vitoria_Sapeca_img2.png",Aprovado
2025-05-13T16:45:28.066435,Rogerio Aston,Rafaa Zerotreze,"Leoana Insane,Mia Insane","20250513_135147_368183_B_Rafaa_Zerotreze_M1_Leoana_Insane_img1.jpeg,20250513_135147_368183_B_Rafaa_Zerotreze_M2_Mia_Insane_img2.jpeg",Aprovado
2025-05-13T16:46:01.035585,Rogerio Aston,Conde,"Baby torresmo dois,Baby torresmo cinco","20250513_125342_160063_B_Conde_M1_Baby_torresmo_dois_img1.jpeg,20250513_125342_160063_B_Conde_M2_Baby_torresmo_cinco_img2.jpeg",Aprovado
2025-05-13T16:47:07.875807,Rogerio Aston,Udra Play,"Udra Play,Wii Nikita","20250513_104055_574188_B_Udra_Play_M1_Udra_Play_img1.png,20250513_104055_574188_B_Udra_Play_M2_Wii_Nikita_img2.png",Aprovado
2025-05-13T16:48:08.282198,Rogerio Aston,Ze da Goiaba,"Ze da Goiaba,Ze da Manguaba","20250513_090114_980815_B_Ze_da_Goiaba_M1_Ze_da_Goiaba_img1.jpg,20250513_090114_980815_B_Ze_da_Goiaba_M2_Ze_da_Manguaba_img2.jpg",Aprovado
2025-05-13T16:48:20.392799,Rogerio Aston,Ferpas,"Ferpas,Ferpas Monk","20250513_050812_219062_B_Ferpas_M1_Ferpas_img1.jpeg,20250513_050812_219062_B_Ferpas_M2_Ferpas_Monk_img2.jpeg",Aprovado
2025-05-13T16:48:53.115719,Rogerio Aston,Powerfarm,"Igael,Ichults","20250513_080249_504682_B_Powerfarm_M1_Igael_img1.png,20250513_080249_504682_B_Powerfarm_M2_Ichults_img2.png",Aprovado
2025-05-13T16:49:29.037010,Rogerio Aston,Jow,"Jow reliquia,Jow reliquiaa","20250513_093929_887936_B_Jow_M1_Jow_reliquia_img1.jpg,20250513_093929_887936_B_Jow_M2_Jow_reliquiaa_img2.jpg",Aprovado
2025-05-13T16:49:40.293575,Rogerio Aston,Knight Treskep,"Knight Treskep,Paladin Treskep","20250513_072828_055709_B_Knight_Treskep_M1_Knight_Treskep_img1.png,20250513_072828_055709_B_Knight_Treskep_M2_Paladin_Treskep_img2.png",Aprovado
2025-05-13T16:50:02.561677,Rogerio Aston,Graaco,"Revoouts,Graaco","20250513_100618_060655_B_Graaco_M1_Revoouts_img1.png,20250513_100618_060655_B_Graaco_M2_Graaco_img2.png",Aprovado
2025-05-13T16:50:14.913637,Rogerio Aston,Bruno Tatuador,"Bruno Brigao,Asmuxart Azindryna","20250513_084933_975082_B_Bruno_Tatuador_M1_Bruno_Brigao_img1.jpeg,20250513_084933_975082_B_Bruno_Tatuador_M2_Asmuxart_Azindryna_img2.jpeg",Aprovado
2025-05-13T16:50:25.437926,Rogerio Aston,sadoka,"sadoka,Xybroka bombinha","20250513_164945_809169_B_sadoka_M1_sadoka_img1.png,20250513_164945_809169_B_sadoka_M2_Xybroka_bombinha_img2.png",Aprovado
2025-05-13T16:53:00.527272,Rogerio Aston,Jesse paniqueando,"Dream pupipala tragoresenha,Paniiqueando","20250512_234104_637927_B_Jesse_paniqueando_M1_Dream_pupipala_tragoresenha_img1.jpg,20250512_234104_637927_B_Jesse_paniqueando_M2_Paniiqueando_img2.jpg",Aprovado
2025-05-13T16:56:06.029131,Rogerio Aston,tacold,"Maga do Allem,Tacoldd Folhaseca","20250513_075332_330244_B_tacold_M1_Maga_do_Allem_img1.png,20250513_075332_330244_B_tacold_M2_Tacoldd_Folhaseca_img2.png",Aprovado
2025-05-13T16:57:04.211865,Rogerio Aston,Shen Mago,"Shen Mago,Brouss Monk","20250513_084532_505590_B_Shen_Mago_M1_Shen_Mago_img1.jpeg,20250513_084532_505590_B_Shen_Mago_M2_Brouss_Monk_img2.jpeg",Aprovado
2025-05-13T16:57:18.533749,Rogerio Aston,-    Myth,"Retroking Ed,Mythzerah Retroking","20250513_064655_748105_B_Myth_M1_Retroking_Ed_img1.png,20250513_064655_748105_B_Myth_M2_Mythzerah_Retroking_img2.png",Aprovado
2025-05-13T16:57:59.207294,Rogerio Aston,Lipezxy,"Kichute Old,Lipezxy","20250513_005211_014139_B_Lipezxy_M1_Kichute_Old_img1.png,20250513_005211_014139_B_Lipezxy_M2_Lipezxy_img2.png",Aprovado
2025-05-13T16:58:32.794254,Rogerio Aston,Nikatv,"Nikatv,Elverlar","20250513_050220_531389_B_Nikatv_M1_Nikatv_img1.png,20250513_050220_531389_B_Nikatv_M2_Elverlar_img2.png",Aprovado
2025-05-13T16:59:11.564734,Rogerio Aston,LK -,"Rankeio,Chimarrudo","20250513_074956_677683_B_LK_M1_Rankeio_img1.png,20250513_074956_677683_B_LK_M2_Chimarrudo_img2.png",Aprovado
2025-05-13T16:59:30.863050,Rogerio Aston,Thiago,"Amary Gaepon,Xyboom","20250513_043452_541701_B_Thiago_M1_Amary_Gaepon_img1.jpeg,20250513_043452_541701_B_Thiago_M2_Xyboom_img2.jpeg",Aprovado
2025-05-13T17:03:22.314267,Rogerio Aston,Baanzin,"Baanzin,Mawti,Mawdz","20250513_083555_137894_B_Baanzin_M1_Baanzin_img1.png,20250513_083555_137894_B_Baanzin_M2_Mawti_img2.png,20250513_083555_137894_B_Baanzin_M3_Mawdz_img3.png",Aprovado
2025-05-13T17:05:38.944268,Rogerio Aston,Lasty Oz,"Lasty Oz,Sammy Windoirius","20250513_165905_365015_B_Lasty_Oz_M1_Lasty_Oz_img1.png,20250513_165905_365015_B_Lasty_Oz_M2_Sammy_Windoirius_img2.png",Aprovado
2025-05-13T17:07:59.980661,Rogerio Aston,Rai Milissegundos,"Rai Milissegundos,Blaze Lilly","20250513_082513_999969_B_Rai_Milissegundos_M1_Rai_Milissegundos_img1.png,20250513_082513_999969_B_Rai_Milissegundos_M2_Blaze_Lilly_img2.png",Aprovado
2025-05-13T17:08:14.820994,Rogerio Aston,Marcellao,"Raizen Maranota,Ale Sants","20250513_072541_977988_B_Marcellao_M1_Raizen_Maranota_img1.png,20250513_072541_977988_B_Marcellao_M2_Ale_Sants_img2.png",Aprovado
2025-05-13T17:08:38.567307,Rogerio Aston,Pinkloov - Lucas,"Chiico Bentoo,Cebolinha Dluid,Pinkloov","20250513_090442_169285_B_Pinkloov__Lucas_M1_Chiico_Bentoo_img1.png,20250513_090442_169285_B_Pinkloov__Lucas_M2_Cebolinha_Dluid_img2.png,20250513_090442_169285_B_Pinkloov__Lucas_M3_Pinkloov_img3.png",Aprovado
2025-05-13T17:08:49.606518,Rogerio Aston,Miojo Socador,"Miojo Socador,Eldrew","20250513_070730_802316_B_Miojo_Socador_M1_Miojo_Socador_img1.png,20250513_070730_802316_B_Miojo_Socador_M2_Eldrew_img2.png",Aprovado
2025-05-13T17:09:22.371440,Rogerio Aston,Kalas606,"Druideusa Healer Zika,Joao da Paz","20250513_074443_280564_B_Kalas606_M1_Druideusa_Healer_Zika_img1.png,20250513_074443_280564_B_Kalas606_M2_Joao_da_Paz_img2.png",Aprovado
2025-05-13T17:09:46.515766,Rogerio Aston,SKULL,"Skulkng,Shathranos Edgariel","20250513_050406_791057_B_SKULL_M1_Skulkng_img1.png,20250513_050406_791057_B_SKULL_M2_Shathranos_Edgariel_img2.png",Aprovado
2025-05-13T17:10:00.691921,Rogerio Aston,PH,"Aff Ze,Patosdeminas","20250513_094516_519503_B_PH_M1_Aff_Ze_img1.jpeg,20250513_094516_519503_B_PH_M2_Patosdeminas_img2.jpeg",Aprovado
2025-05-13T17:10:18.398814,Rogerio Aston,Rogerin Arkantus,"Rogerin Arkantus,Zuas Fenion","20250513_071212_820870_B_Rogerin_Arkantus_M1_Rogerin_Arkantus_img1.png,20250513_071212_820870_B_Rogerin_Arkantus_M2_Zuas_Fenion_img2.png",Aprovado
2025-05-13T17:11:25.227329,Rogerio Aston,Higor,"Lemaozin Elven,Takakura Fraca","20250513_085244_816523_B_Higor_M1_Lemaozin_Elven_img1.png,20250513_085244_816523_B_Higor_M2_Takakura_Fraca_img2.png",Aprovado
2025-05-13T17:14:00.940289,Rogerio Aston,Ptteu Outlaws,"Ptteu Outlaws,Comilaws Outlaws","20250513_085818_498725_B_Ptteu_Outlaws_M1_Ptteu_Outlaws_img1.png,20250513_085818_498725_B_Ptteu_Outlaws_M2_Comilaws_Outlaws_img2.png",Aprovado
2025-05-13T17:14:21.911067,Rogerio Aston,Erickson,"Gunner Tyrin,Trigunzin","20250513_084316_788292_B_Erickson_M1_Gunner_Tyrin_img1.png,20250513_084316_788292_B_Erickson_M2_Trigunzin_img2.png",Aprovado
2025-05-13T17:16:18.092727,Rogerio Aston,rafa - Simplesmente Joni,"orcus dalkim,ramai tyra","20250513_001140_431632_B_rafa__Simplesmente_Joni_M1_orcus_dalkim_img1.jpg,20250513_001140_431632_B_rafa__Simplesmente_Joni_M2_ramai_tyra_img2.jpg",Aprovado
2025-05-13T17:34:03.095745,Rogerio Aston,Guilherme,"Revolucionario de apto,Felix Zetron","20250513_052422_288369_B_Guilherme_M1_Revolucionario_de_apto_img1.png,20250513_052422_288369_B_Guilherme_M2_Felix_Zetron_img2.png",Aprovado
2025-05-13T17:36:58.059894,Rogerio Aston,Zwolfd,"Zwolfd,Azerothwolf","20250513_123841_772483_B_Zwolfd_M1_Zwolfd_img1.png,20250513_123841_772483_B_Zwolfd_M2_Azerothwolf_img2.png",Aprovado
2025-05-13T17:45:58.909780,Rogerio Aston,Carboni,"Inconstante,Noob Veterano,Vowltzk Zcwarovisk","20250513_174503_891402_B_Carboni_M1_Inconstante_img1.png,20250513_174503_891402_B_Carboni_M2_Noob_Veterano_img2.png,20250513_174503_891402_B_Carboni_M3_Vowltzk_Zcwarovisk_img3.png",Aprovado
2025-05-13T17:58:10.767909,Rogerio Aston,Misael,"Buneco Doiis,Buneco Tres","20250513_175753_784689_B_Misael_M1_Buneco_Doiis_img1.jpg,20250513_175753_784689_B_Misael_M2_Buneco_Tres_img2.jpg",Aprovado
2025-05-13T17:59:09.899146,Rogerio Aston,Diego,"Boneco Cinco,Boneco Seis","20250513_175805_922104_B_Diego_M1_Boneco_Cinco_img1.jpg,20250513_175805_922104_B_Diego_M2_Boneco_Seis_img2.jpg",Aprovado
2025-05-13T18:01:20.104198,Rogerio Aston,Tinho,"Tinho Estudado,Soryzz","20250513_180037_487880_B_Tinho_M1_Tinho_Estudado_img1.png,20250513_180037_487880_B_Tinho_M2_Soryzz_img2.png",Aprovado
2025-05-13T18:02:31.331873,Rogerio Aston,Quilzao,"Thiria Zyker,Zegoy zisk","20250513_180209_122204_B_Quilzao_M1_Thiria_Zyker_img1.jpeg,20250513_180209_122204_B_Quilzao_M2_Zegoy_zisk_img2.jpeg",Aprovado
2025-05-13T18:04:52.550761,Rogerio Aston,Elder pankadao,"Elder Pankadao,hiindeck","20250513_180403_571109_B_Elder_pankadao_M1_Elder_Pankadao_img1.png,20250513_180403_571109_B_Elder_pankadao_M2_hiindeck_img2.png",Aprovado
2025-05-13T18:10:14.075052,Rogerio Aston,Manteguinhaa,"Naver Sath,Manteguinhaa","20250513_180904_034532_B_Manteguinhaa_M1_Naver_Sath_img1.jpg,20250513_180904_034532_B_Manteguinhaa_M2_Manteguinhaa_img2.png",Aprovado
2025-05-13T18:12:55.516570,Rogerio Aston,Lee Tugaa,"Tugaaz Retroking,Lee Monkliino","20250513_181219_054256_B_Lee_Tugaa_M1_Tugaaz_Retroking_img1.png,20250513_181219_054256_B_Lee_Tugaa_M2_Lee_Monkliino_img2.png",Aprovado
2025-05-13T18:13:45.610446,Rogerio Aston,Coutinho,"Ti larica,Xybra Terceiro","20250513_100123_498059_B_Coutinho_M1_Ti_larica_img1.jpg,20250513_100123_498059_B_Coutinho_M2_Xybra_Terceiro_img2.jpg",Aprovado
2025-05-13T18:15:32.859552,Rogerio Aston,Gahziiin,"Gahziinxxd,Gahziin Retrokingms","20250513_181455_117427_B_Gahziiin_M1_Gahziinxxd_img1.jpeg,20250513_181455_117427_B_Gahziiin_M2_Gahziin_Retrokingms_img2.jpeg",Aprovado
